"","V1","V2","V3","V4"
"387","gene:ENSOKIG00005013496","RBM38","Gene","Expression"
"388","gene:ENSOKIG00005013519","gene:ENSOKIG00005013519","Gene","Expression"
"389","gene:ENSOKIG00005013809","uqcrc1","Gene","Expression"
"390","gene:ENSOKIG00005017414","gene:ENSOKIG00005017414","Gene","Expression"
"391","gene:ENSOKIG00005017419","gene:ENSOKIG00005017419","Gene","Expression"
"392","gene:ENSOKIG00005017439","gene:ENSOKIG00005017439","Gene","Expression"
"393","gene:ENSOKIG00005017443","gene:ENSOKIG00005017443","Gene","Expression"
"394","gene:ENSOKIG00005017446","IP6K2","Gene","Expression"
"395","gene:ENSOKIG00005017453","gene:ENSOKIG00005017453","Gene","Expression"
"396","gene:ENSOKIG00005017474","SEC61A1","Gene","Expression"
"397","gene:ENSOKIG00005017799","chchd4a","Gene","Expression"
"398","gene:ENSOKIG00005017804","si:dkey-202e22.2","Gene","Expression"
"399","gene:ENSOKIG00005018007","dnah1","Gene","Expression"
"400","gene:ENSOKIG00005022095","mapkapk3","Gene","Expression"
"401","gene:ENSOKIG00005022267","pfkfb4a","Gene","Expression"
"402","gene:ENSOKIG00005022569","ARPC4","Gene","Expression"
"403","gene:ENSOKIG00005022672","TADA3","Gene","Expression"
"404","gene:ENSOKIG00005022711","gene:ENSOKIG00005022711","Gene","Expression"
"405","gene:ENSOKIG00005022886","RAB7A","Gene","Expression"
"406","gene:ENSOKIG00005022986","RPN1","Gene","Expression"
"407","gene:ENSOKIG00005023154","GATA2","Gene","Expression"
"408","gene:ENSOKIG00005023207","ITIH3","Gene","Expression"
"409","gene:ENSOKIG00005023518","gene:ENSOKIG00005023518","Gene","Expression"
"410","gene:ENSOKIG00005023538","stimate","Gene","Expression"
"411","gene:ENSOKIG00005023565","SFMBT1","Gene","Expression"
"412","gene:ENSOKIG00005023828","prkcdb","Gene","Expression"
"413","gene:ENSOKIG00005024989","fgd5a","Gene","Expression"
"414","gene:ENSOKIG00005025037","tmf1","Gene","Expression"
"415","gene:ENSOKIG00005025401","eogt","Gene","Expression"
"416","gene:ENSOKIG00005025679","tafa4b","Gene","Expression"
"417","gene:ENSOKIG00005025701","TAFA1","Gene","Expression"
"418","gene:ENSOKIG00005025777","suclg2","Gene","Expression"
"419","gene:ENSOKIG00005026695","U7.1","Gene","Expression"
"420","gene:ENSOKIG00005026699","gene:ENSOKIG00005026699","Gene","Expression"
"421","gene:ENSOKIG00005026707","kbtbd8","Gene","Expression"
"422","gene:ENSOKIG00005026728","U7.2","Gene","Expression"
"423","gene:ENSOKIG00005026777","lrig1","Gene","Expression"
"424","gene:ENSOKIG00005027618","slc25a26","Gene","Expression"
"425","gene:ENSOKIG00005027707","gene:ENSOKIG00005027707","Gene","Expression"
"426","gene:ENSOKIG00005027755","magi1b","Gene","Expression"
"427","gene:ENSOKIG00005028063","adamts9","Gene","Expression"
"428","gene:ENSOKIG00005028847","prickle2b","Gene","Expression"
"429","gene:ENSOKIG00005028854","slc2a9l1","Gene","Expression"
"430","gene:ENSOKIG00005028894","psmd6","Gene","Expression"
"431","gene:ENSOKIG00005028979","atxn7","Gene","Expression"
"432","gene:ENSOKIG00005029032","mxa","Gene","Expression"
"433","gene:ENSOKIG00005029506","gene:ENSOKIG00005029506","Gene","Expression"
"434","gene:ENSOKIG00005029514","SYNPR","Gene","Expression"
"435","gene:ENSOKIG00005029530","namptb","Gene","Expression"
"436","gene:ENSOKIG00005029666","cadpsa","Gene","Expression"
"437","gene:ENSOKIG00005030784","gene:ENSOKIG00005030784","Gene","Expression"
"438","gene:ENSOKIG00005030799","fezf2","Gene","Expression"
"439","gene:ENSOKIG00005030812","C3orf14","Gene","Expression"
"440","gene:ENSOKIG00005030964","PTPRG","Gene","Expression"
"441","gene:ENSOKIG00005033149","fhit","Gene","Expression"
"442","gene:ENSOKIG00005033168","gene:ENSOKIG00005033168","Gene","Expression"
"443","gene:ENSOKIG00005033172","gene:ENSOKIG00005033172","Gene","Expression"
"444","gene:ENSOKIG00005033175","FAM107A","Gene","Expression"
"445","gene:ENSOKIG00005033185","ccdc3b","Gene","Expression"
"446","gene:ENSOKIG00005033254","CAMK1","Gene","Expression"
"447","gene:ENSOKIG00005034273","nek4","Gene","Expression"
"448","gene:ENSOKIG00005034306","spcs1","Gene","Expression"
"449","gene:ENSOKIG00005034326","gnl3","Gene","Expression"
"450","gene:ENSOKIG00005034331","gene:ENSOKIG00005034331","Gene","Expression"
"451","gene:ENSOKIG00005034334","gene:ENSOKIG00005034334","Gene","Expression"
"452","gene:ENSOKIG00005034342","anks1ab","Gene","Expression"
"453","gene:ENSOKIG00005034434","gene:ENSOKIG00005034434","Gene","Expression"
"454","gene:ENSOKIG00005034513","slc2a1b","Gene","Expression"
"455","gene:ENSOKIG00005034722","RAP1GAP","Gene","Expression"
"456","gene:ENSOKIG00005034839","padi2","Gene","Expression"
"457","gene:ENSOKIG00005035422","lrig2","Gene","Expression"
"458","gene:ENSOKIG00005035518","magi3b","Gene","Expression"
"459","gene:ENSOKIG00005035681","gene:ENSOKIG00005035681","Gene","Expression"
"460","gene:ENSOKIG00005035724","gene:ENSOKIG00005035724","Gene","Expression"
"461","gene:ENSOKIG00005035729","si:ch211-286o17.1","Gene","Expression"
"462","gene:ENSOKIG00005035900","PLXNA2","Gene","Expression"
"463","gene:ENSOKIG00005037982","gene:ENSOKIG00005037982","Gene","Expression"
"464","gene:ENSOKIG00005037984","gene:ENSOKIG00005037984","Gene","Expression"
"465","gene:ENSOKIG00005038017","gene:ENSOKIG00005038017","Gene","Expression"
"466","gene:ENSOKIG00005038021","ora1-2","Gene","Expression"
"467","gene:ENSOKIG00005038043","phtf1","Gene","Expression"
"468","gene:ENSOKIG00005038252","pfkfb2b","Gene","Expression"
"469","gene:ENSOKIG00005038601","zgc:158258","Gene","Expression"
"470","gene:ENSOKIG00005038613","gene:ENSOKIG00005038613","Gene","Expression"
"471","gene:ENSOKIG00005025297","gene:ENSOKIG00005025297","Gene","Expression"
"472","gene:ENSOKIG00005025317","hp1bp3","Gene","Expression"
"473","gene:ENSOKIG00005025588","eif4g3a","Gene","Expression"
"474","gene:ENSOKIG00005027418","ece1","Gene","Expression"
"475","gene:ENSOKIG00005029322","alpl","Gene","Expression"
"476","gene:ENSOKIG00005029820","gene:ENSOKIG00005029820","Gene","Expression"
"477","gene:ENSOKIG00005029823","gene:ENSOKIG00005029823","Gene","Expression"
"478","gene:ENSOKIG00005029834","nmur3","Gene","Expression"
"479","gene:ENSOKIG00005029841","lactbl1b","Gene","Expression"
"480","gene:ENSOKIG00005029863","ephb2b","Gene","Expression"
"481","gene:ENSOKIG00005030308","LRRC38","Gene","Expression"
"482","gene:ENSOKIG00005030322","dhrs3b","Gene","Expression"
"483","gene:ENSOKIG00005030373","aadacl4","Gene","Expression"
"484","gene:ENSOKIG00005030423","si:ch211-226m7.4","Gene","Expression"
"485","gene:ENSOKIG00005030436","klhdc7a","Gene","Expression"
"486","gene:ENSOKIG00005030450","igsf21a","Gene","Expression"
"487","gene:ENSOKIG00005030589","arhgef10la","Gene","Expression"
"488","gene:ENSOKIG00005031737","chd5","Gene","Expression"
"489","gene:ENSOKIG00005038176","gene:ENSOKIG00005038176","Gene","Expression"
"490","gene:ENSOKIG00005038223","agtrap","Gene","Expression"
"491","gene:ENSOKIG00005038247","draxin","Gene","Expression"
"492","gene:ENSOKIG00005038375","pank4","Gene","Expression"
"493","gene:ENSOKIG00005039246","gene:ENSOKIG00005039246","Gene","Expression"
"494","gene:ENSOKIG00005039260","gene:ENSOKIG00005039260","Gene","Expression"
"495","gene:ENSOKIG00005039276","her2","Gene","Expression"
"496","gene:ENSOKIG00005039377","aldh4a1","Gene","Expression"
"497","gene:ENSOKIG00005040173","iffo2b","Gene","Expression"
"498","gene:ENSOKIG00005040203","mrto4","Gene","Expression"
"499","gene:ENSOKIG00005040231","akr7a3","Gene","Expression"
"500","gene:ENSOKIG00005040274","megf6b","Gene","Expression"
"501","gene:ENSOKIG00005040480","kcnab2a","Gene","Expression"
"502","gene:ENSOKIG00005040579","park7","Gene","Expression"
"503","gene:ENSOKIG00005040721","pax7a","Gene","Expression"
"504","gene:ENSOKIG00005041843","mrps16","Gene","Expression"
"505","gene:ENSOKIG00005041850","gene:ENSOKIG00005041850","Gene","Expression"
"506","gene:ENSOKIG00005041862","gene:ENSOKIG00005041862","Gene","Expression"
"507","gene:ENSOKIG00005041924","TAS1R3","Gene","Expression"
"508","gene:ENSOKIG00005041943","gene:ENSOKIG00005041943","Gene","Expression"
"509","gene:ENSOKIG00005041966","foxp4","Gene","Expression"
"510","gene:ENSOKIG00005042141","MDFI","Gene","Expression"
"511","gene:ENSOKIG00005042177","tfeb","Gene","Expression"
"512","gene:ENSOKIG00005042249","gene:ENSOKIG00005042249","Gene","Expression"
"513","gene:ENSOKIG00005042255","tmem183a","Gene","Expression"
"514","gene:ENSOKIG00005042282","gene:ENSOKIG00005042282","Gene","Expression"
"515","gene:ENSOKIG00005042302","zgc:123107","Gene","Expression"
"516","gene:ENSOKIG00005042330","gene:ENSOKIG00005042330","Gene","Expression"
"517","gene:ENSOKIG00005042356","WNT4","Gene","Expression"
"518","gene:ENSOKIG00005042446","gene:ENSOKIG00005042446","Gene","Expression"
"519","gene:ENSOKIG00005042472","snrpe","Gene","Expression"
"520","gene:ENSOKIG00005042515","sox13","Gene","Expression"
"521","gene:ENSOKIG00005042564","etnk2","Gene","Expression"
"522","gene:ENSOKIG00005042685","slc41a1","Gene","Expression"
"523","gene:ENSOKIG00005043512","klhdc8a","Gene","Expression"
"524","gene:ENSOKIG00005043532","MIR135B","Gene","Expression"
"525","gene:ENSOKIG00005043559","CDK18","Gene","Expression"
"526","gene:ENSOKIG00005043811","gene:ENSOKIG00005043811","Gene","Expression"
"527","gene:ENSOKIG00005043817","mfsd4aa","Gene","Expression"
"528","gene:ENSOKIG00005043870","elk4","Gene","Expression"
"529","gene:ENSOKIG00005043885","si:ch211-117k10.3","Gene","Expression"
"530","gene:ENSOKIG00005043893","slc45a3","Gene","Expression"
"531","gene:ENSOKIG00005043913","nucks1a","Gene","Expression"
"532","gene:ENSOKIG00005043975","gene:ENSOKIG00005043975","Gene","Expression"
"533","gene:ENSOKIG00005044205","cldn19","Gene","Expression"
"534","gene:ENSOKIG00005044257","p3h1","Gene","Expression"
"535","gene:ENSOKIG00005044541","C1orf50","Gene","Expression"
"536","gene:ENSOKIG00005044550","ap5b1","Gene","Expression"
"537","gene:ENSOKIG00005044558","gene:ENSOKIG00005044558","Gene","Expression"
"538","gene:ENSOKIG00005044580","gene:ENSOKIG00005044580","Gene","Expression"
"539","gene:ENSOKIG00005044653","MFAP2","Gene","Expression"
"540","gene:ENSOKIG00005044672","SDHB","Gene","Expression"
"541","gene:ENSOKIG00005044737","MRPL20","Gene","Expression"
"542","gene:ENSOKIG00005044768","ATAD3A","Gene","Expression"
"543","gene:ENSOKIG00005044846","tmem240b","Gene","Expression"
"544","gene:ENSOKIG00005044854","ssu72","Gene","Expression"
"545","gene:ENSOKIG00005044873","FNDC10","Gene","Expression"
"546","gene:ENSOKIG00005044879","ora4","Gene","Expression"
"547","gene:ENSOKIG00005044885","gene:ENSOKIG00005044885","Gene","Expression"
"548","gene:ENSOKIG00005044916","gene:ENSOKIG00005044916","Gene","Expression"
"549","gene:ENSOKIG00005045087","VWA1","Gene","Expression"
"550","gene:ENSOKIG00005045091","gene:ENSOKIG00005045091","Gene","Expression"
"551","gene:ENSOKIG00005045097","NBL1","Gene","Expression"
"552","gene:ENSOKIG00005045110","gene:ENSOKIG00005045110","Gene","Expression"
"553","gene:ENSOKIG00005045133","capzb","Gene","Expression"
"554","gene:ENSOKIG00005045407","CELSR2","Gene","Expression"
"555","gene:ENSOKIG00005045780","gene:ENSOKIG00005045780","Gene","Expression"
"556","gene:ENSOKIG00005045865","dstyk","Gene","Expression"
"557","gene:ENSOKIG00005046658","bysl","Gene","Expression"
"558","gene:ENSOKIG00005046661","med20","Gene","Expression"
"559","gene:ENSOKIG00005046678","usp49","Gene","Expression"
"560","gene:ENSOKIG00005046689","tmcc2","Gene","Expression"
"561","gene:ENSOKIG00005046701","cdkn1a","Gene","Expression"
"562","gene:ENSOKIG00005046705","SRSF3","Gene","Expression"
"563","gene:ENSOKIG00005046809","AHCYL1","Gene","Expression"
"564","gene:ENSOKIG00005047823","gene:ENSOKIG00005047823","Gene","Expression"
"565","gene:ENSOKIG00005047930","STRIP1","Gene","Expression"
"566","gene:ENSOKIG00005048546","gene:ENSOKIG00005048546","Gene","Expression"
"567","gene:ENSOKIG00005000037","gene:ENSOKIG00005000037","Gene","Expression"
"568","gene:ENSOKIG00005000117","SLC6A17","Gene","Expression"
"569","gene:ENSOKIG00005000145","RBM15","Gene","Expression"
"570","gene:ENSOKIG00005000150","AMIGO1","Gene","Expression"
"571","gene:ENSOKIG00005000156","GPR61","Gene","Expression"
"572","gene:ENSOKIG00005000162","gene:ENSOKIG00005000162","Gene","Expression"
"573","gene:ENSOKIG00005000335","ampd2a","Gene","Expression"
"574","gene:ENSOKIG00005000510","GNAT2","Gene","Expression"
"575","gene:ENSOKIG00005000524","eps8l3a","Gene","Expression"
"576","gene:ENSOKIG00005000545","irf6","Gene","Expression"
"577","gene:ENSOKIG00005000572","WDR77","Gene","Expression"
"578","gene:ENSOKIG00005000594","pfdn5","Gene","Expression"
"579","gene:ENSOKIG00005000609","gene:ENSOKIG00005000609","Gene","Expression"
"580","gene:ENSOKIG00005000625","itgb7","Gene","Expression"
"581","gene:ENSOKIG00005000919","pfkmb","Gene","Expression"
"582","gene:ENSOKIG00005001610","c1ql4b","Gene","Expression"
"583","gene:ENSOKIG00005001667","smarcc2","Gene","Expression"
"584","gene:ENSOKIG00005001896","gene:ENSOKIG00005001896","Gene","Expression"
"585","gene:ENSOKIG00005002108","tsfm","Gene","Expression"
"586","gene:ENSOKIG00005002127","endou","Gene","Expression"
"587","gene:ENSOKIG00005002159","NEUROD4","Gene","Expression"
"588","gene:ENSOKIG00005002180","ZNF385A","Gene","Expression"
"589","gene:ENSOKIG00005002274","stat2","Gene","Expression"
"590","gene:ENSOKIG00005002363","apof","Gene","Expression"
"591","gene:ENSOKIG00005002379","tac3b","Gene","Expression"
"592","gene:ENSOKIG00005002413","gene:ENSOKIG00005002413","Gene","Expression"
"593","gene:ENSOKIG00005002473","b4galnt1b","Gene","Expression"
"594","gene:ENSOKIG00005002506","gene:ENSOKIG00005002506","Gene","Expression"
"595","gene:ENSOKIG00005002523","gene:ENSOKIG00005002523","Gene","Expression"
"596","gene:ENSOKIG00005002560","gene:ENSOKIG00005002560","Gene","Expression"
"597","gene:ENSOKIG00005002568","ankrd33ab","Gene","Expression"
"598","gene:ENSOKIG00005002615","acvr1bb","Gene","Expression"
"599","gene:ENSOKIG00005002811","prkag1","Gene","Expression"
"600","gene:ENSOKIG00005003257","gene:ENSOKIG00005003257","Gene","Expression"
"601","gene:ENSOKIG00005003280","LMBR1L","Gene","Expression"
"602","gene:ENSOKIG00005003349","IKZF4","Gene","Expression"
"603","gene:ENSOKIG00005003370","gene:ENSOKIG00005003370","Gene","Expression"
"604","gene:ENSOKIG00005003569","erbb3a","Gene","Expression"
"605","gene:ENSOKIG00005004327","pa2g4a","Gene","Expression"
"606","gene:ENSOKIG00005004399","gene:ENSOKIG00005004399","Gene","Expression"
"607","gene:ENSOKIG00005004423","crbn","Gene","Expression"
"608","gene:ENSOKIG00005004503","gene:ENSOKIG00005004503","Gene","Expression"
"609","gene:ENSOKIG00005004514","vhl","Gene","Expression"
"610","gene:ENSOKIG00005004540","tatdn2","Gene","Expression"
"611","gene:ENSOKIG00005004560","ghrl","Gene","Expression"
"612","gene:ENSOKIG00005004586","FGD5","Gene","Expression"
"613","gene:ENSOKIG00005004713","PRKCD","Gene","Expression"
"614","gene:ENSOKIG00005005926","SFMBT1.1","Gene","Expression"
"615","gene:ENSOKIG00005005968","ruvbl1","Gene","Expression"
"616","gene:ENSOKIG00005005989","eefsec","Gene","Expression"
"617","gene:ENSOKIG00005006017","GATA2.1","Gene","Expression"
"618","gene:ENSOKIG00005006035","si:ch211-157b11.8","Gene","Expression"
"619","gene:ENSOKIG00005006061","RAB7A.1","Gene","Expression"
"620","gene:ENSOKIG00005006104","h1-10","Gene","Expression"
"621","gene:ENSOKIG00005006128","arpc4","Gene","Expression"
"622","gene:ENSOKIG00005006222","pfkfb4b","Gene","Expression"
"623","gene:ENSOKIG00005006432","MAPKAPK3","Gene","Expression"
"624","gene:ENSOKIG00005008131","gene:ENSOKIG00005008131","Gene","Expression"
"625","gene:ENSOKIG00005008138","chchd4b","Gene","Expression"
"626","gene:ENSOKIG00005008148","SEC61A1.1","Gene","Expression"
"627","gene:ENSOKIG00005008249","ip6k2b","Gene","Expression"
"628","gene:ENSOKIG00005008264","gene:ENSOKIG00005008264","Gene","Expression"
"629","gene:ENSOKIG00005008268","TMCC2","Gene","Expression"
"630","gene:ENSOKIG00005008285","gene:ENSOKIG00005008285","Gene","Expression"
"631","gene:ENSOKIG00005008298","gene:ENSOKIG00005008298","Gene","Expression"
"632","gene:ENSOKIG00005008496","gene:ENSOKIG00005008496","Gene","Expression"
"633","gene:ENSOKIG00005008501","gene:ENSOKIG00005008501","Gene","Expression"
"634","gene:ENSOKIG00005008504","gene:ENSOKIG00005008504","Gene","Expression"
"635","gene:ENSOKIG00005008507","gene:ENSOKIG00005008507","Gene","Expression"
"636","gene:ENSOKIG00005008511","inka1a","Gene","Expression"
"637","gene:ENSOKIG00005008520","gene:ENSOKIG00005008520","Gene","Expression"
"638","gene:ENSOKIG00005008530","gene:ENSOKIG00005008530","Gene","Expression"
"639","gene:ENSOKIG00005008537","gnai2a","Gene","Expression"
"640","gene:ENSOKIG00005008677","slc38a3a","Gene","Expression"
"641","gene:ENSOKIG00005010583","RBM5","Gene","Expression"
"642","gene:ENSOKIG00005011468","gene:ENSOKIG00005011468","Gene","Expression"
"643","gene:ENSOKIG00005011488","emc3","Gene","Expression"
"644","gene:ENSOKIG00005011840","usp4","Gene","Expression"
"645","gene:ENSOKIG00005016080","gpx1b","Gene","Expression"
"646","gene:ENSOKIG00005016162","fancd2","Gene","Expression"
"647","gene:ENSOKIG00005016444","tex264a","Gene","Expression"
"648","gene:ENSOKIG00005016447","gene:ENSOKIG00005016447","Gene","Expression"
"649","gene:ENSOKIG00005016453","grm2a","Gene","Expression"
"650","gene:ENSOKIG00005016463","gene:ENSOKIG00005016463","Gene","Expression"
"651","gene:ENSOKIG00005016465","gpr61l","Gene","Expression"
"652","gene:ENSOKIG00005016468","gene:ENSOKIG00005016468","Gene","Expression"
"653","gene:ENSOKIG00005016480","cav3","Gene","Expression"
"654","gene:ENSOKIG00005016495","oxtr","Gene","Expression"
"655","gene:ENSOKIG00005016510","rad18","Gene","Expression"
"656","gene:ENSOKIG00005016624","srgap3","Gene","Expression"
"657","gene:ENSOKIG00005018914","U1","Gene","Expression"
"658","gene:ENSOKIG00005018941","thumpd3","Gene","Expression"
"659","gene:ENSOKIG00005019174","PTGIS","Gene","Expression"
"660","gene:ENSOKIG00005019285","KCNB1","Gene","Expression"
"661","gene:ENSOKIG00005019347","cse1l","Gene","Expression"
"662","gene:ENSOKIG00005000157","pbrm1","Gene","Expression"
"663","gene:ENSOKIG00005000219","gene:ENSOKIG00005000219","Gene","Expression"
"664","gene:ENSOKIG00005000245","atf7b","Gene","Expression"
"665","gene:ENSOKIG00005000303","dip2bb","Gene","Expression"
"666","gene:ENSOKIG00005000436","atf1","Gene","Expression"
"667","gene:ENSOKIG00005000447","gene:ENSOKIG00005000447","Gene","Expression"
"668","gene:ENSOKIG00005000483","gene:ENSOKIG00005000483","Gene","Expression"
"669","gene:ENSOKIG00005000529","U4","Gene","Expression"
"670","gene:ENSOKIG00005000531","U4.1","Gene","Expression"
"671","gene:ENSOKIG00005000536","U4.2","Gene","Expression"
"672","gene:ENSOKIG00005000537","U4.3","Gene","Expression"
"673","gene:ENSOKIG00005000541","U4.4","Gene","Expression"
"674","gene:ENSOKIG00005000544","U4.5","Gene","Expression"
"675","gene:ENSOKIG00005000549","U4.6","Gene","Expression"
"676","gene:ENSOKIG00005000552","U4.7","Gene","Expression"
"677","gene:ENSOKIG00005000554","U4.8","Gene","Expression"
"678","gene:ENSOKIG00005000560","U4.9","Gene","Expression"
"679","gene:ENSOKIG00005000565","U4.10","Gene","Expression"
"680","gene:ENSOKIG00005000567","U4.11","Gene","Expression"
